Artist,Album,Author,Date,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,Genre 8,Genre 9,Genre 10,Genre 11,Genre 12,Genre 13,Genre 14,Genre 15,Genre 16,Genre 17,Genre 18,Genre 19,Genre 20,Genre 21,Genre 22,Rating,DR Score,Label,Comments
This page can’t be found.,,Master of Muppets,"October 1, 2017",Black Metal,Death Metal,Israeli Metal,Death Metal,,,,,,,,,,,,,,,,,,,3.5,5,Transcending Obscurity Records,63
King Parrot,Ugly Produce,Mark Z.,"September 29, 2017",Australian Metal,Grind,Thrash Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,3,4,Agonia Records,32
Caligula’s Horse,In Contact,Kronos,"September 29, 2017",Australian Metal,Progressive Rock,Progressive Rock,,,,,,,,,,,,,,,,,,,,4.5,7,InsideOut,118
This page can’t be found.,,Kronos,"September 29, 2017",Australian Metal,Progressive Rock,Progressive Rock,,,,,,,,,,,,,,,,,,,,4.5,7,InsideOut,118
Syn Ze Șase Tri,Zăul moș,Dr. A.N. Grier,"September 28, 2017",Black Metal,Folk Metal,Melodic Death Metal,Romanian Metal,Symphonic Metal,Folk Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,37
This page can’t be found.,,Dr. A.N. Grier,"September 28, 2017",Black Metal,Folk Metal,Melodic Death Metal,Romanian Metal,Symphonic Metal,Folk Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,37
This page can’t be found.,,Dr. A.N. Grier,"September 28, 2017",Black Metal,Folk Metal,Melodic Death Metal,Romanian Metal,Symphonic Metal,Folk Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,37
This page can’t be found.,,Dr. A.N. Grier,"September 28, 2017",Black Metal,Folk Metal,Melodic Death Metal,Romanian Metal,Symphonic Metal,Folk Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,37
Acephalix,Decreation,Diabolus in Muzaka,"September 27, 2017",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,2,5,20 Buck Spin,58
This page can’t be found.,,Diabolus in Muzaka,"September 27, 2017",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,2,5,20 Buck Spin,58
Diablo Blvd,Zero Hour,Dr. A.N. Grier,"September 27, 2017",Belgian Metal,Hard Rock,Not Metal,Hard Rock,Not Metal,,,,,,,,,,,,,,,,,,3,7,Nuclear Blast,25
Urarv,Aurum,Dr. A.N. Grier,"September 25, 2017",Avante Garde,Black Metal,Norwegian Metal,Black Metal,,,,,,,,,,,,,,,,,,,3,4,Svart Records,24
This page can’t be found.,,Dr. A.N. Grier,"September 25, 2017",Avante Garde,Black Metal,Norwegian Metal,Black Metal,,,,,,,,,,,,,,,,,,,3,4,Svart Records,24
This page can’t be found.,,Dr. A.N. Grier,"September 25, 2017",Avante Garde,Black Metal,Norwegian Metal,Black Metal,,,,,,,,,,,,,,,,,,,3,4,Svart Records,24
Satyricon,Deep Calleth upon Deep,Eldritch Elitist,"September 22, 2017",Black Metal,Norwegian Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3,7,Napalm Records,67
This page can’t be found.,,Eldritch Elitist,"September 22, 2017",Black Metal,Norwegian Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3,7,Napalm Records,67
Archspire,Relentless Mutation,Kronos,"September 21, 2017",Canadian Metal,Death Metal,Progressive Death,Technical Death Metal,Death Metal,Technical Death Metal,,,,,,,,,,,,,,,,,4,5,Season of Mist,97
Wolves in the Throne Room,Thrice Woven,Lord Lucan,"September 21, 2017",American Metal,Black Metal,Folk Metal,Black Metal,Folk Metal,,,,,,,,,,,,,,,,,,,,,89
This page can’t be found.,,Lord Lucan,"September 21, 2017",American Metal,Black Metal,Folk Metal,Black Metal,Folk Metal,,,,,,,,,,,,,,,,,,,,,89
This page can’t be found.,,Lord Lucan,"September 21, 2017",American Metal,Black Metal,Folk Metal,Black Metal,Folk Metal,,,,,,,,,,,,,,,,,,,,,89
Ufomammut,8,GardensTale,"September 20, 2017",Doom Metal,Italian Metal,Stoner Metal,Doom Metal,Stoner Metal,,,,,,,,,,,,,,,,,,4,9,Neurot Recordings,54
This page can’t be found.,,GardensTale,"September 20, 2017",Doom Metal,Italian Metal,Stoner Metal,Doom Metal,Stoner Metal,,,,,,,,,,,,,,,,,,4,9,Neurot Recordings,54
Chelsea Wolfe,Hiss Spun,L. Saunders,"September 19, 2017",American Metal,Doom Metal,Industrial Metal,Not Metal,Post-Metal,Rock,Doom Metal,Folk,Industrial Metal,Post-Metal,,,,,,,,,,,,,4.5,6,Sargent House,77
Hexx,Wrath of the Reaper,Dr. A.N. Grier,"September 19, 2017",American Metal,Power Metal,Thrash Metal,Power Metal,Thrash Metal,,,,,,,,,,,,,,,,,,2.5,8,High Roller Records,11
Sándor Vály,Young Dionysos,Kronos,"September 19, 2017",Finnish Metal,Not Metal,Not Metal,,,,,,,,,,,,,,,,,,,,2.5,14,Ektro Records,56
Belphegor,Totenritual,Ferrous Beuller,"September 18, 2017",Austrian Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,3.5,5,Nuclear Blast,28
Myrkur,Mareridt,L. Saunders,"September 18, 2017",Ambient Metal,Black Metal,Danish Metal,Folk Metal,Black Metal,Doom Metal,Folk,Post-Metal,,,,,,,,,,,,,,,3.5,6,Relapse Records,61
Mascharat,Mascharat,Grymm,"September 18, 2017",Black Metal,Italian Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3,7,Séance Records,17
Vanora,Momentum,Lokasenna,"September 17, 2017",Djent,Norwegian Metal,Progressive Metal,Djent,Progressive Metal,,,,,,,,,,,,,,,,,,2.5,7,Crime Records,22
This page can’t be found.,,Lokasenna,"September 17, 2017",Djent,Norwegian Metal,Progressive Metal,Djent,Progressive Metal,,,,,,,,,,,,,,,,,,2.5,7,Crime Records,22
Stass,The Darkside,Dr. Wvrm,"September 16, 2017",International Metal,Melodic Death Metal,Mighty Music,Melodic Death Metal,,,,,,,,,,,,,,,,,,,3,6,Mighty Music,36
This page can’t be found.,,Dr. Wvrm,"September 16, 2017",International Metal,Melodic Death Metal,Mighty Music,Melodic Death Metal,,,,,,,,,,,,,,,,,,,3,6,Mighty Music,36
This page can’t be found.,,Dr. Wvrm,"September 16, 2017",International Metal,Melodic Death Metal,Mighty Music,Melodic Death Metal,,,,,,,,,,,,,,,,,,,3,6,Mighty Music,36
This page can’t be found.,,Dr. Wvrm,"September 16, 2017",International Metal,Melodic Death Metal,Mighty Music,Melodic Death Metal,,,,,,,,,,,,,,,,,,,3,6,Mighty Music,36
This page can’t be found.,,Dr. Wvrm,"September 16, 2017",International Metal,Melodic Death Metal,Mighty Music,Melodic Death Metal,,,,,,,,,,,,,,,,,,,3,6,Mighty Music,36
This page can’t be found.,,Dr. Wvrm,"September 16, 2017",International Metal,Melodic Death Metal,Mighty Music,Melodic Death Metal,,,,,,,,,,,,,,,,,,,3,6,Mighty Music,36
Gods of Silence,Neverland,Master of Muppets,"September 13, 2017",Power Metal,Swiss Metal,Power Metal,,,,,,,,,,,,,,,,,,,,3.5,6,ROAR! Rock of Angels Records,75
Ensiferum,Two Paths,Dr. Wvrm,"September 13, 2017",Finnish Metal,Folk Metal,Folk Metal,,,,,,,,,,,,,,,,,,,,2,7,Metal Blade Records,60
Travelin Jack,Commencing Countdown,Huck N Roll,"September 13, 2017",German Metal,Hard Rock,Heavy Metal,Hard Rock,,,,,,,,,,,,,,,,,,,,,,26
Helpless,Debt,Mark Z.,"September 12, 2017",British Metal,Grind,Hardcore,Hardcore,,,,,,,,,,,,,,,,,,,3.5,4,Holy Roar Records,15
Cannabis Corpse,Left Hand Pass,L. Saunders,"September 12, 2017",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,3,7,Season of Mist,13
Blackfinger,When Colors Fade Away,Dr. Fisting,"September 12, 2017",American Metal,Doom Metal,Hard Rock,Doom Metal,Hard Rock,,,,,,,,,,,,,,,,,,3.5,9,M-Theory Audio,36
This page can’t be found.,,Dr. Fisting,"September 12, 2017",American Metal,Doom Metal,Hard Rock,Doom Metal,Hard Rock,,,,,,,,,,,,,,,,,,3.5,9,M-Theory Audio,36
This page can’t be found.,,Dr. Fisting,"September 12, 2017",American Metal,Doom Metal,Hard Rock,Doom Metal,Hard Rock,,,,,,,,,,,,,,,,,,3.5,9,M-Theory Audio,36
This page can’t be found.,,Dr. Fisting,"September 12, 2017",American Metal,Doom Metal,Hard Rock,Doom Metal,Hard Rock,,,,,,,,,,,,,,,,,,3.5,9,M-Theory Audio,36
Darkfall,At the End of Times,Dr. Wvrm,"September 10, 2017",Austrian Metal,Melodic Death Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,1.5,6,Black Sunset Records,13
This page can’t be found.,,Dr. Wvrm,"September 10, 2017",Austrian Metal,Melodic Death Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,1.5,6,Black Sunset Records,13
Grift,Arvet,Dr. A.N. Grier,"September 8, 2017",Black Metal,Swedish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3.5,12,Nordvis Produktion,42
This page can’t be found.,,Dr. A.N. Grier,"September 8, 2017",Black Metal,Swedish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3.5,12,Nordvis Produktion,42
This page can’t be found.,,Dr. A.N. Grier,"September 8, 2017",Black Metal,Swedish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3.5,12,Nordvis Produktion,42
Cardinals Folly,Deranged Pagan Sons,Ferrous Beuller,"September 7, 2017",Doom Metal,Finnish Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Nine Records,12
This page can’t be found.,,Ferrous Beuller,"September 7, 2017",Doom Metal,Finnish Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Nine Records,12
This page can’t be found.,,Ferrous Beuller,"September 7, 2017",Doom Metal,Finnish Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Nine Records,12
This page can’t be found.,,Ferrous Beuller,"September 7, 2017",Doom Metal,Finnish Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Nine Records,12
This page can’t be found.,,Ferrous Beuller,"September 7, 2017",Doom Metal,Finnish Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Nine Records,12
Tony Mills,Streets of Chance,Huck N Roll,"September 5, 2017",British Metal,Hard Rock,Heavy Metal,Hard Rock,,,,,,,,,,,,,,,,,,,2,5,Battlegod Productions,16
Silius,Hell Awakening,Dr. Wvrm,"September 5, 2017",Austrian Metal,Groove Metal,Thrash Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,2.5,7,Massacre Records,10
This page can’t be found.,,Dr. Wvrm,"September 5, 2017",Austrian Metal,Groove Metal,Thrash Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,2.5,7,Massacre Records,10
Subterranean Masquerade,Vagabond,GardensTale,"September 4, 2017",Israeli Metal,Oriental Metal,Progressive Metal,Psychedelic Rock,Oriental Metal,Progressive Metal,Psychedelic Rock,,,,,,,,,,,,,,,,,,,66
This page can’t be found.,,GardensTale,"September 4, 2017",Israeli Metal,Oriental Metal,Progressive Metal,Psychedelic Rock,Oriental Metal,Progressive Metal,Psychedelic Rock,,,,,,,,,,,,,,,,,,,66
FireForce,Annihilate the Evil,Dr. A.N. Grier,"September 3, 2017",Belgian Metal,Power Metal,Power Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Limb Records,29
This page can’t be found.,,Dr. A.N. Grier,"September 3, 2017",Belgian Metal,Power Metal,Power Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Limb Records,29
Ledge,Cold Hard Concrete,Kronos,"September 2, 2017",American Metal,Doom Metal,Hardcore,Hardcore,,,,,,,,,,,,,,,,,,,2,5,Translation Loss Records,40
Blues Funeral,Awakening,Grymm,"September 1, 2017",American Metal,Doom Metal,Hard Rock,Progressive Rock,Doom Metal,Hard Rock,Progressive Rock,,,,,,,,,,,,,,,,2.5,6,Self-Released,10
This page can’t be found.,,Grymm,"September 1, 2017",American Metal,Doom Metal,Hard Rock,Progressive Rock,Doom Metal,Hard Rock,Progressive Rock,,,,,,,,,,,,,,,,2.5,6,Self-Released,10
Vinsta- Vinsta Wiads Review,,Dr. Wvrm,"September 1, 2017",Austrian Metal,Folk Metal,Melodic Death Metal,Folk Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,3,8,Trollmusic,83
Septicflesh,Codex Omega,GardensTale,"August 31, 2017",Black Metal,Death Metal,Greek Metal,Symphonic Metal,Black Metal,,,,,,,,,,,,,,,,,,3.5,5,Season of Mist,78
This page can’t be found.,,GardensTale,"August 31, 2017",Black Metal,Death Metal,Greek Metal,Symphonic Metal,Black Metal,,,,,,,,,,,,,,,,,,3.5,5,Season of Mist,78
Schafott,The Black Flame,Ferrous Beuller,"August 31, 2017",Black Metal,German Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,3.5,8,High Roller Records,28
This page can’t be found.,,Ferrous Beuller,"August 31, 2017",Black Metal,German Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,3.5,8,High Roller Records,28
This page can’t be found.,,Ferrous Beuller,"August 31, 2017",Black Metal,German Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,3.5,8,High Roller Records,28
This page can’t be found.,,Ferrous Beuller,"August 31, 2017",Black Metal,German Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,3.5,8,High Roller Records,28
Morbid Evils,Deceases,Akerblogger,"August 29, 2017",Drone,Finnish Metal,Drone,,,,,,,,,,,,,,,,,,,,3,5,Svart Records,10
Paradise Lost,Medusa,Grymm,"August 29, 2017",Doom Metal,English Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,3,6,Nuclear Blast,65
Epica,The Solace System EP,Dr. Wvrm,"August 29, 2017",Dutch Metal,Symphonic Metal,Symphonic Metal,,,,,,,,,,,,,,,,,,,,,,,44
Nervecell,"Past, Present… Torture",Master of Muppets,"August 27, 2017",Technical Death Metal,United Arab Emirates Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,,2,5,Lifeforce Records,42
Unseen Faith,Waver,Kronos,"August 27, 2017",Danish Metal,Deathcore,Deathcore,,,,,,,,,,,,,,,,,,,,2,6,Prime Collective,68
Dead Lord,In Ignorance We Trust,Huck N Roll,"August 26, 2017",Hard Rock,Proto-Metal,Retro Metal,Swedish Metal,Hard Rock,,,,,,,,,,,,,,,,,,3,5,Century Media,19
Leng Tch’e,Razorgrind,L. Saunders,"August 25, 2017",Belgian Metal,Death Metal,Grind,Grind,,,,,,,,,,,,,,,,,,,2.5,7,Season of Mist,13
This page can’t be found.,,L. Saunders,"August 25, 2017",Belgian Metal,Death Metal,Grind,Grind,,,,,,,,,,,,,,,,,,,2.5,7,Season of Mist,13
Portrait,Burn the World,Dr. A.N. Grier,"August 25, 2017",Heavy Metal,Swedish Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,3,10,Metal Blade Records,23
This page can’t be found.,,Dr. A.N. Grier,"August 25, 2017",Heavy Metal,Swedish Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,3,10,Metal Blade Records,23
Vulture,The Guillotine,Treble Yell,"August 24, 2017",German Metal,Speed Metal,Thrash Metal,Speed Metal,Thrash Metal,,,,,,,,,,,,,,,,,,3,8,High Roller Records,15
Crafteon,Cosmic Reawakening,Eldritch Elitist,"August 23, 2017",American Metal,Melodic Black Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,,3,6,Self-Released,54
Leprous,Malina,Angry Metal Guy,"August 23, 2017",Norwegian Metal,Progressive Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,4,7,InsideOut,152
This page can’t be found.,,Angry Metal Guy,"August 23, 2017",Norwegian Metal,Progressive Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,4,7,InsideOut,152
This page can’t be found.,,Angry Metal Guy,"August 23, 2017",Norwegian Metal,Progressive Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,4,7,InsideOut,152
Serious Black,Magic,Dr. A.N. Grier,"August 22, 2017",International Metal,Power Metal,Power Metal,,,,,,,,,,,,,,,,,,,,2.5,7,AFM Records,53
Xanthochroid,Of Erthe and Axen: Act I,L. Saunders,"August 22, 2017",American Metal,Melodic Black Metal,Progressive Metal,Symphonic Metal,Folk,Melodic Black Metal,Progressive Metal,Symphonic Metal,,,,,,,,,,,,,,,3,8,Self-Released,49
This page can’t be found.,,L. Saunders,"August 22, 2017",American Metal,Melodic Black Metal,Progressive Metal,Symphonic Metal,Folk,Melodic Black Metal,Progressive Metal,Symphonic Metal,,,,,,,,,,,,,,,3,8,Self-Released,49
Rabid Bitch of the North,Nothing but a Bitter Taste,Huck N Roll,"August 21, 2017",Heavy Metal,Irish Metal,NWOBHM,Heavy Metal,NWOBHM,,,,,,,,,,,,,,,,,,1.5,10,Hostile Media,46
This page can’t be found.,,Huck N Roll,"August 21, 2017",Heavy Metal,Irish Metal,NWOBHM,Heavy Metal,NWOBHM,,,,,,,,,,,,,,,,,,1.5,10,Hostile Media,46
Void Ritual,Heretical Wisdom,Akerblogger,"August 19, 2017",American Metal,Black Metal,Black Metal,,,,,,,,,,,,,,,,,,,,2.5,8,Tridroid Records,12
Sons of Crom,The Black Tower,Steel Druhm,"August 19, 2017",Black Metal,Heavy Metal,Swedish Metal,Black Metal,Epic Metal,Heavy Metal,,,,,,,,,,,,,,,,,3.5,9,Nordvis Produktion,17
Eagleheart,Reverse,Eldritch Elitist,"August 18, 2017",Czech Metal,Power Metal,Power Metal,,,,,,,,,,,,,,,,,,,,3,7,Scarlet Records,54
Gravdal,Kadaverin,Madam X,"August 18, 2017",Black Metal,Norwegian Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3,8,Soulseller Records,50
Eluveitie,Evocation II – Pantheon,Dr. Wvrm,"August 17, 2017",Folk Metal,Swiss Metal,,,,,,,,,,,,,,,,,,,,,3,,Nuclear Blast,85
This page can’t be found.,,Dr. Wvrm,"August 17, 2017",Folk Metal,Swiss Metal,,,,,,,,,,,,,,,,,,,,,3,,Nuclear Blast,85
This page can’t be found.,,Dr. Wvrm,"August 17, 2017",Folk Metal,Swiss Metal,,,,,,,,,,,,,,,,,,,,,3,,Nuclear Blast,85
Cold Black,Circles,El Cuervo,"August 16, 2017",Danish Metal,Electronica Metal,Metalcore,Metalcore,,,,,,,,,,,,,,,,,,,3,6,Artery Recordings,70
This page can’t be found.,,El Cuervo,"August 16, 2017",Danish Metal,Electronica Metal,Metalcore,Metalcore,,,,,,,,,,,,,,,,,,,3,6,Artery Recordings,70
Phylactery,Necromancy Enthroned,Mark Z.,"August 16, 2017",Canadian Metal,Death Metal,Thrash Metal,Death Metal,Thrash Metal,,,,,,,,,,,,,,,,,,3.5,9,Unspeakable Axe Records,41
The Necromancers,Servants of the Salem Girl,Master of Muppets,"August 16, 2017",Doom Metal,French Metal,Heavy Metal,Stoner Metal,Stoner Metal,,,,,,,,,,,,,,,,,,,,,77
Khazaddum,Plagues Upon Arda,Dr. Wvrm,"August 15, 2017",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,3.5,5,Self-Released,44
Eaten,Eaten,Kronos,"August 15, 2017",American Metal,Grind,,,,,,,,,,,,,,,,,,,,,2.5,7,Give Praise Records,16
Attic,Sanctimonious,Dr. A.N. Grier,"August 14, 2017",German Metal,Heavy Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,,73
This page can’t be found.,,Dr. A.N. Grier,"August 14, 2017",German Metal,Heavy Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,,73
This page can’t be found.,,Dr. A.N. Grier,"August 14, 2017",German Metal,Heavy Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,,73
The Judge,Tell It to the Judge,Huck N Roll,"August 13, 2017",American Metal,Heavy Metal,Retro Metal,Heavy Metal,Retro Metal,,,,,,,,,,,,,,,,,,2.5,7,Ripple Music,7
Poison Blood,Poison Blood,El Cuervo,"August 12, 2017",American Metal,Black Metal,Punk,Black Metal,Punk,,,,,,,,,,,,,,,,,,3,6,Relapse Records,28
Moral Void,Deprive,Kronos,"August 11, 2017",American Metal,Black Metal,Crust Punk,Grind,Hardcore,Hardcore,,,,,,,,,,,,,,,,,3,5,Translation Loss Records,20
Incantation,Profane Nexus,Ferrous Beuller,"August 11, 2017",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,3.5,6,Relapse Records,33
Hell,Hell,Grymm,"August 11, 2017",American Metal,Black Metal,Doom Metal,Drone,Black Metal,Doom Metal,Drone,,,,,,,,,,,,,,,,4,6,Sentient Ruin Laboratories,50
Atriarch,Dead As Truth,Akerblogger,"August 10, 2017",American Metal,Sludge,Sludge,,,,,,,,,,,,,,,,,,,,3.5,6,Relapse Records,20
Dawn of Disease,Ascension Gate,Dr. Wvrm,"August 10, 2017",German Metal,Melodic Death Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Napalm Records,27
This page can’t be found.,,Dr. Wvrm,"August 10, 2017",German Metal,Melodic Death Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Napalm Records,27
Subservience,Forest of the Impaled,Dr. A.N. Grier,"August 9, 2017",Death Metal,English Metal,Death Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Black Bow Records,28
This page can’t be found.,,Dr. A.N. Grier,"August 9, 2017",Death Metal,English Metal,Death Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Black Bow Records,28
This page can’t be found.,,Dr. A.N. Grier,"August 9, 2017",Death Metal,English Metal,Death Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Black Bow Records,28
Exoskelett,Collected Bones,Mark Z.,"August 8, 2017",Black Metal,Heavy Metal,Swedish Metal,Thrash Metal,Black Metal,Heavy Metal,Thrash Metal,,,,,,,,,,,,,,,,2.5,7,Hammerheart Records,10
This page can’t be found.,,Mark Z.,"August 8, 2017",Black Metal,Heavy Metal,Swedish Metal,Thrash Metal,Black Metal,Heavy Metal,Thrash Metal,,,,,,,,,,,,,,,,2.5,7,Hammerheart Records,10
This page can’t be found.,,Mark Z.,"August 8, 2017",Black Metal,Heavy Metal,Swedish Metal,Thrash Metal,Black Metal,Heavy Metal,Thrash Metal,,,,,,,,,,,,,,,,2.5,7,Hammerheart Records,10
Nostoc,Ævum,Master of Muppets,"August 6, 2017",Costa Rican Metal,Groove Metal,Progressive Metal,Groove Metal,Progressive Metal,,,,,,,,,,,,,,,,,,3,6,Self-Released,49
Hinder,The Reign,Mark Z.,"August 6, 2017",American Metal,Hard Rock,Not Metal,Hard Rock,,,,,,,,,,,,,,,,,,,,,,75
Kavrila,Blight,Akerblogger,"August 5, 2017",German Metal,Hardcore,,,,,,,,,,,,,,,,,,,,,2.5,5,Backbite Records,5
Seven Spires,Solveig,Eldritch Elitist,"August 4, 2017",American Metal,Symphonic Metal,Power Metal,Symphonic Metal,,,,,,,,,,,,,,,,,,,2.5,6,Self-Released,26
Doom Side of the Moon,Doom Side of the Moon,Treble Yell,"August 4, 2017",American Metal,Doom Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,1.5,7,Self-Released,74
Dead Cross,Dead Cross,Akerblogger,"August 4, 2017",American Metal,Hardcore,Hardcore,,,,,,,,,,,,,,,,,,,,4,10,Ipecac Recordings,44
Bonehunter,Sexual Panic Human Machine,Dr. A.N. Grier,"August 3, 2017",Black Metal,Finnish Metal,Thrash Metal,Black Metal,Thrash Metal,,,,,,,,,,,,,,,,,,2.5,5,Hells Headbangers Records,31
Temple of Void,Lords of Death,Ferrous Beuller,"August 3, 2017",American Metal,Death Metal,Doom Metal,Death Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,,61
Accept,The Rise of Chaos,Steel Druhm,"August 3, 2017",German Metal,Heavy Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,,62
Venomous Maximus,No Warning,Huck N Roll,"August 2, 2017",American Metal,Heavy Metal,NWOBHM,Occult Rock,Heavy Metal,NWOBHM,Occult Rock,,,,,,,,,,,,,,,,3,8,Shadow Kingdom Records,25
This page can’t be found.,,Huck N Roll,"August 2, 2017",American Metal,Heavy Metal,NWOBHM,Occult Rock,Heavy Metal,NWOBHM,Occult Rock,,,,,,,,,,,,,,,,3,8,Shadow Kingdom Records,25
This page can’t be found.,,Huck N Roll,"August 2, 2017",American Metal,Heavy Metal,NWOBHM,Occult Rock,Heavy Metal,NWOBHM,Occult Rock,,,,,,,,,,,,,,,,3,8,Shadow Kingdom Records,25
Bloodnut,St. Ranga,GardensTale,"August 1, 2017",Doom Metal,New Zealand Metal,Sludge,Stoner Metal,Doom Metal,Sludge,Stoner Metal,,,,,,,,,,,,,,,,2,5,Self-Released,17
Tchornobog,Tchornobog,Eldritch Elitist,"July 31, 2017",American Metal,Death Metal,Black Metal,Death Metal,Doom Metal,,,,,,,,,,,,,,,,,,1.5,6,"I, Voidhanger Records",57
This page can’t be found.,,Eldritch Elitist,"July 31, 2017",American Metal,Death Metal,Black Metal,Death Metal,Doom Metal,,,,,,,,,,,,,,,,,,1.5,6,"I, Voidhanger Records",57
Shade Empire,Poetry of the Ill-minded,Madam X,"July 31, 2017",Black Metal,Death Metal,Finnish Metal,Black Metal,Death Metal,Symphonic Metal,,,,,,,,,,,,,,,,,,,,47
